customer_id,segment,campaign,channel,variant,sent_date,opened,clicked,responded,converted,campaign_cost,revenue,age,tenure_months,monthly_balance
7514,Retail,Credit Card Upgrade,SMS,B,2025-05-25,0,0,0,0,0.13,0.0,23,144,10263
7515,Premier,Wealth Advisory,Mobile App,B,2024-11-14,0,0,0,0,0.18,0.0,47,1,797208
7516,Retail,Wealth Advisory,Email,A,2025-04-08,0,0,0,0,0.23,0.0,54,12,46219
7517,Premier,Personal Loan,Call Center,B,2025-02-13,0,0,0,0,2.65,0.0,46,32,12644
7518,Retail,Personal Loan,SMS,A,2024-12-29,0,0,0,0,0.2,0.0,40,18,5000
7519,Salary,Wealth Advisory,SMS,A,2024-10-26,0,0,0,0,0.15,0.0,68,142,6600
7520,Premier,Credit Card Upgrade,Call Center,A,2024-10-06,1,0,0,0,2.61,0.0,57,3,8298
7521,Retail,Personal Loan,Email,B,2025-03-27,1,1,0,0,0.24,0.0,39,20,42062
7522,Premier,Savings Account,Mobile App,A,2024-08-09,0,0,0,0,0.21,0.0,27,24,43332
7523,Retail,Savings Account,Mobile App,B,2025-01-16,0,0,0,0,0.22,0.0,31,23,17309
7524,Premier,Wealth Advisory,SMS,B,2024-08-01,0,0,0,0,0.13,0.0,40,84,50275
7525,Retail,Personal Loan,Email,A,2024-06-02,0,0,0,0,0.35,0.0,44,15,96202
7526,Salary,Wealth Advisory,SMS,B,2024-12-12,0,0,0,0,0.18,0.0,27,31,5000
7527,Retail,Savings Account,Email,A,2025-01-14,1,1,1,0,0.29,0.0,27,7,146365
7528,Retail,Savings Account,SMS,B,2025-04-07,0,0,0,0,0.21,0.0,67,75,38906
7529,Premier,Wealth Advisory,Mobile App,B,2025-01-29,0,0,0,0,0.19,0.0,35,10,54252
7530,Student,Personal Loan,SMS,A,2024-06-21,0,0,0,0,0.26,0.0,60,31,579395
7531,Retail,Credit Card Upgrade,SMS,A,2024-07-25,0,0,0,0,0.23,0.0,50,56,12014
7532,Student,Credit Card Upgrade,Email,A,2025-01-08,0,0,0,0,0.36,0.0,45,54,38111
7533,Retail,Personal Loan,Email,B,2024-07-17,0,0,0,0,0.28,0.0,60,62,8064
7534,Retail,Savings Account,Call Center,A,2025-03-07,0,0,0,0,2.59,0.0,42,153,40625
7535,Retail,Wealth Advisory,Email,A,2024-08-23,0,0,0,0,0.21,0.0,36,75,9310
7536,Premier,Wealth Advisory,Email,A,2025-01-26,1,1,1,0,0.25,0.0,67,53,24374
7537,Salary,Wealth Advisory,Call Center,A,2025-03-02,0,0,0,0,2.65,0.0,37,33,102586
7538,Premier,Personal Loan,SMS,B,2025-03-12,0,0,0,0,0.28,0.0,50,35,42235
7539,Salary,Personal Loan,Mobile App,B,2024-09-16,0,0,0,0,0.32,0.0,44,37,7597
7540,Premier,Personal Loan,Email,A,2024-10-10,1,0,0,0,0.26,0.0,36,39,5000
7541,Retail,Credit Card Upgrade,Email,B,2025-04-13,1,1,1,0,0.34,0.0,41,63,5000
7542,Salary,Credit Card Upgrade,SMS,A,2024-07-17,0,0,0,0,0.25,0.0,64,4,5753
7543,Mass Affluent,Savings Account,SMS,B,2025-03-20,0,0,0,0,0.22,0.0,18,8,19717
7544,Salary,Insurance Cross-Sell,Call Center,B,2024-07-11,1,0,0,0,2.67,0.0,54,102,41242
7545,Retail,Credit Card Upgrade,SMS,A,2025-03-09,0,0,0,0,0.17,0.0,34,34,152077
7546,Mass Affluent,Credit Card Upgrade,Email,B,2025-01-13,1,0,0,0,0.2,0.0,54,145,40555
7547,Mass Affluent,Wealth Advisory,Email,A,2024-07-25,0,0,0,0,0.34,0.0,75,62,125619
7548,Salary,Personal Loan,Email,B,2024-10-19,0,0,0,0,0.24,0.0,32,6,325491
7549,Premier,Wealth Advisory,Email,B,2025-05-03,0,0,0,0,0.25,0.0,53,54,5000
7550,Retail,Wealth Advisory,SMS,A,2025-03-25,0,0,0,0,0.2,0.0,42,25,26581
7551,Retail,Insurance Cross-Sell,Email,B,2025-05-04,1,1,1,0,0.21,0.0,48,4,5000
7552,Premier,Personal Loan,Email,B,2025-03-13,0,0,0,0,0.23,0.0,48,43,34824
7553,Salary,Wealth Advisory,Call Center,B,2024-08-16,0,0,0,0,2.72,0.0,42,55,15836
7554,Premier,Savings Account,SMS,A,2024-09-03,0,0,0,0,0.15,0.0,18,1,15429
7555,Premier,Wealth Advisory,Email,A,2025-02-08,0,0,0,0,0.25,0.0,48,62,27519
7556,Premier,Savings Account,Email,B,2024-07-08,1,0,0,0,0.29,0.0,39,35,23713
7557,Student,Credit Card Upgrade,Mobile App,B,2025-03-30,0,0,0,0,0.32,0.0,49,18,5000
7558,Retail,Savings Account,Call Center,A,2025-01-08,0,0,0,0,2.61,0.0,57,34,77165
7559,Student,Savings Account,Mobile App,A,2024-12-02,1,0,0,0,0.3,0.0,47,61,22670
7560,Salary,Wealth Advisory,SMS,B,2024-10-13,0,0,0,0,0.27,0.0,38,7,25321
7561,Student,Wealth Advisory,Mobile App,A,2025-02-06,0,0,0,0,0.26,0.0,18,51,20545
7562,Student,Wealth Advisory,Call Center,A,2025-05-01,0,0,0,0,2.62,0.0,29,72,5000
7563,Premier,Credit Card Upgrade,Email,A,2025-02-27,0,0,0,0,0.32,0.0,51,21,19621
7564,Premier,Wealth Advisory,Call Center,B,2024-10-19,1,1,1,0,2.69,0.0,45,23,5000
7565,Retail,Savings Account,Mobile App,B,2024-07-09,0,0,0,0,0.18,0.0,54,4,307185
7566,Student,Insurance Cross-Sell,Email,A,2024-09-05,0,0,0,0,0.27,0.0,48,108,5000
7567,Retail,Insurance Cross-Sell,Email,A,2024-11-11,0,0,0,0,0.22,0.0,45,24,5850
7568,Premier,Credit Card Upgrade,SMS,B,2025-03-01,1,0,0,0,0.12,0.0,37,32,42076
7569,Student,Wealth Advisory,Email,B,2025-01-18,0,0,0,0,0.31,0.0,44,37,534092
7570,Retail,Credit Card Upgrade,Email,A,2024-06-26,0,0,0,0,0.28,0.0,39,69,7352
7571,Retail,Personal Loan,Call Center,B,2025-03-01,0,0,0,0,2.66,0.0,43,119,189631
7572,Premier,Savings Account,SMS,A,2024-11-01,0,0,0,0,0.24,0.0,25,58,16485
7573,Student,Credit Card Upgrade,SMS,A,2025-02-07,0,0,0,0,0.16,0.0,61,24,22752
7574,Retail,Wealth Advisory,Email,A,2025-05-21,0,0,0,0,0.29,0.0,37,5,275498
7575,Retail,Credit Card Upgrade,SMS,B,2024-11-18,0,0,0,0,0.14,0.0,18,20,5000
7576,Retail,Credit Card Upgrade,Mobile App,A,2024-09-17,0,0,0,0,0.33,0.0,27,8,9669
7577,Retail,Savings Account,Email,A,2024-08-19,0,0,0,0,0.26,0.0,37,6,5000
7578,Premier,Wealth Advisory,Email,B,2024-08-27,0,0,0,0,0.35,0.0,55,71,7834
7579,Retail,Insurance Cross-Sell,Email,B,2025-03-07,0,0,0,0,0.35,0.0,50,1,5000
7580,Mass Affluent,Wealth Advisory,Email,A,2025-04-24,1,0,0,0,0.24,0.0,50,25,5000
7581,Mass Affluent,Wealth Advisory,Call Center,B,2025-05-23,1,0,0,0,2.69,0.0,18,83,84773
7582,Salary,Personal Loan,Email,B,2024-09-20,1,1,1,0,0.19,0.0,47,116,30283
7583,Salary,Credit Card Upgrade,Email,A,2024-06-19,0,0,0,0,0.19,0.0,50,54,10706
7584,Premier,Credit Card Upgrade,SMS,A,2025-03-21,1,1,1,1,0.15,300.83,18,44,61604
7585,Retail,Savings Account,SMS,B,2025-02-08,0,0,0,0,0.26,0.0,30,32,8309
7586,Premier,Wealth Advisory,Email,A,2025-04-13,0,0,0,0,0.36,0.0,62,112,5000
7587,Retail,Personal Loan,SMS,B,2025-01-01,0,0,0,0,0.22,0.0,43,56,7803
7588,Retail,Wealth Advisory,Email,A,2025-02-20,0,0,0,0,0.27,0.0,48,5,13595
7589,Premier,Savings Account,Email,A,2024-06-15,0,0,0,0,0.27,0.0,27,25,15620
7590,Mass Affluent,Credit Card Upgrade,Email,A,2025-01-01,1,0,0,0,0.3,0.0,64,31,8220
7591,Mass Affluent,Credit Card Upgrade,Email,A,2024-09-05,0,0,0,0,0.19,0.0,44,8,6439
7592,Student,Wealth Advisory,Email,A,2025-05-29,1,1,1,0,0.27,78.25,57,1,22977
7593,Premier,Wealth Advisory,SMS,A,2024-08-01,0,0,0,0,0.29,0.0,31,4,29068
7594,Retail,Insurance Cross-Sell,Email,A,2024-08-08,0,0,0,0,0.26,0.0,32,85,19313
7595,Premier,Credit Card Upgrade,Email,A,2025-05-22,1,0,0,0,0.23,0.0,47,240,47992
7596,Mass Affluent,Insurance Cross-Sell,Mobile App,B,2025-01-05,0,0,0,0,0.18,0.0,60,17,5000
7597,Salary,Credit Card Upgrade,SMS,B,2024-11-23,0,0,0,0,0.15,0.0,48,22,42957
7598,Premier,Credit Card Upgrade,Email,A,2024-10-11,1,0,0,0,0.29,0.0,32,73,25375
7599,Salary,Insurance Cross-Sell,Email,A,2025-03-06,0,0,0,0,0.25,0.0,29,63,12316
7600,Student,Personal Loan,Mobile App,B,2024-06-11,0,0,0,0,0.17,0.0,40,99,10784
7601,Premier,Wealth Advisory,Email,B,2024-08-09,0,0,0,0,0.36,0.0,44,127,14067
7602,Premier,Credit Card Upgrade,SMS,B,2024-10-09,0,0,0,0,0.28,0.0,42,56,135822
7603,Premier,Savings Account,Email,A,2025-03-25,1,0,0,0,0.25,0.0,31,12,168733
7604,Retail,Insurance Cross-Sell,Mobile App,A,2025-05-21,0,0,0,0,0.17,0.0,27,15,5000
7605,Retail,Personal Loan,Mobile App,B,2024-08-09,0,0,0,0,0.25,0.0,40,240,6212
7606,Retail,Wealth Advisory,Mobile App,A,2024-09-24,0,0,0,0,0.29,0.0,24,55,54761
7607,Salary,Credit Card Upgrade,Email,A,2024-07-07,0,0,0,0,0.2,0.0,49,44,49936
7608,Premier,Wealth Advisory,SMS,A,2025-03-13,1,0,0,0,0.19,0.0,47,26,104412
7609,Premier,Personal Loan,SMS,A,2025-04-28,1,1,1,0,0.28,0.0,56,52,16797
7610,Retail,Credit Card Upgrade,Email,A,2025-03-06,1,0,0,0,0.37,0.0,67,69,21838
7611,Retail,Personal Loan,Call Center,B,2024-12-31,0,0,0,0,2.55,0.0,35,94,29141
7612,Retail,Credit Card Upgrade,Call Center,B,2024-08-11,0,0,0,0,2.67,0.0,21,30,52308
7613,Premier,Insurance Cross-Sell,Email,B,2024-10-31,1,0,0,0,0.32,0.0,33,3,26751
7614,Premier,Personal Loan,Mobile App,A,2024-11-11,1,0,0,0,0.18,0.0,37,88,22822
7615,Premier,Personal Loan,SMS,B,2025-05-22,0,0,0,0,0.27,0.0,55,2,82478
7616,Premier,Savings Account,SMS,A,2024-09-23,1,1,0,0,0.25,0.0,35,4,39194
7617,Student,Personal Loan,Email,A,2025-04-02,0,0,0,0,0.33,0.0,54,25,153274
7618,Retail,Wealth Advisory,Email,A,2024-09-04,1,1,0,0,0.28,0.0,34,55,31168
7619,Premier,Insurance Cross-Sell,Call Center,A,2025-01-04,0,0,0,0,2.72,0.0,45,17,5000
7620,Retail,Savings Account,Mobile App,A,2025-03-18,0,0,0,0,0.32,0.0,34,33,5000
7621,Salary,Insurance Cross-Sell,SMS,A,2024-08-07,0,0,0,0,0.18,0.0,18,58,9931
7622,Retail,Savings Account,Mobile App,A,2025-04-27,0,0,0,0,0.26,0.0,22,22,23853
7623,Retail,Credit Card Upgrade,Mobile App,A,2024-10-31,0,0,0,0,0.2,0.0,23,19,22958
7624,Salary,Wealth Advisory,Email,A,2024-11-18,0,0,0,0,0.29,0.0,34,134,47126
7625,Salary,Savings Account,Email,B,2024-10-10,0,0,0,0,0.35,0.0,62,12,71594
7626,Premier,Wealth Advisory,Mobile App,A,2024-10-07,0,0,0,0,0.26,0.0,44,23,9110
7627,Retail,Insurance Cross-Sell,Mobile App,B,2024-12-09,1,0,0,0,0.21,0.0,34,70,23008
7628,Premier,Savings Account,Call Center,B,2025-02-02,0,0,0,0,2.54,0.0,47,125,88359
7629,Premier,Insurance Cross-Sell,Email,A,2024-11-01,0,0,0,0,0.26,0.0,64,56,61973
7630,Retail,Wealth Advisory,SMS,B,2024-11-07,0,0,0,0,0.23,0.0,18,92,32408
7631,Premier,Savings Account,Mobile App,B,2025-04-02,0,0,0,0,0.2,0.0,43,6,5000
7632,Salary,Wealth Advisory,SMS,A,2025-01-24,0,0,0,0,0.19,0.0,23,240,456746
7633,Premier,Personal Loan,Mobile App,A,2025-05-12,0,0,0,0,0.28,0.0,60,155,22237
7634,Retail,Insurance Cross-Sell,Email,A,2024-09-23,0,0,0,0,0.34,0.0,46,11,12202
7635,Salary,Wealth Advisory,Email,A,2024-06-13,0,0,0,0,0.25,0.0,21,18,54787
7636,Student,Credit Card Upgrade,Email,B,2024-07-29,0,0,0,0,0.23,0.0,41,120,21327
7637,Premier,Personal Loan,Email,A,2025-05-23,1,0,0,0,0.26,0.0,42,30,302389
7638,Retail,Wealth Advisory,Email,A,2024-09-17,1,1,0,0,0.34,0.0,58,2,5000
7639,Retail,Credit Card Upgrade,Call Center,A,2024-08-08,1,0,0,0,2.62,0.0,50,25,8271
7640,Student,Credit Card Upgrade,Email,B,2024-11-15,1,0,0,0,0.24,0.0,45,11,19472
7641,Student,Savings Account,SMS,B,2024-07-03,0,0,0,0,0.23,0.0,42,3,51494
7642,Salary,Personal Loan,Call Center,A,2024-06-13,0,0,0,0,2.56,0.0,56,77,21293
7643,Student,Savings Account,SMS,A,2024-11-23,0,0,0,0,0.28,0.0,56,78,81422
7644,Retail,Personal Loan,Email,A,2024-11-15,0,0,0,0,0.34,0.0,32,137,5000
7645,Premier,Credit Card Upgrade,Email,A,2024-11-05,0,0,0,0,0.19,0.0,50,1,5000
7646,Retail,Wealth Advisory,SMS,B,2024-08-22,0,0,0,0,0.16,0.0,29,65,11620
7647,Salary,Savings Account,Email,B,2024-08-01,1,0,0,0,0.21,0.0,56,59,8941
7648,Retail,Credit Card Upgrade,Call Center,B,2024-08-07,0,0,0,0,2.56,0.0,51,122,31860
7649,Premier,Personal Loan,SMS,A,2025-01-01,0,0,0,0,0.15,0.0,35,8,5000
7650,Premier,Savings Account,Mobile App,A,2025-03-04,0,0,0,0,0.34,0.0,46,55,83629
7651,Student,Credit Card Upgrade,SMS,B,2025-03-02,0,0,0,0,0.15,0.0,35,37,58284
7652,Student,Credit Card Upgrade,Call Center,A,2024-08-03,0,0,0,0,2.65,0.0,18,41,53235
7653,Student,Credit Card Upgrade,SMS,B,2025-01-30,0,0,0,0,0.15,0.0,61,30,16445
7654,Premier,Wealth Advisory,Mobile App,A,2025-05-16,0,0,0,0,0.3,0.0,22,48,11997
7655,Premier,Wealth Advisory,Call Center,B,2025-04-05,1,1,1,0,2.71,0.0,22,7,58749
7656,Retail,Wealth Advisory,Call Center,B,2025-05-07,0,0,0,0,2.66,0.0,47,116,22236
7657,Premier,Wealth Advisory,Email,B,2025-01-08,0,0,0,0,0.3,0.0,40,64,5000
7658,Student,Wealth Advisory,Email,B,2024-12-21,0,0,0,0,0.3,0.0,37,1,247074
7659,Student,Savings Account,Email,A,2024-06-10,0,0,0,0,0.25,0.0,45,33,6787
7660,Retail,Wealth Advisory,Email,A,2024-07-13,0,0,0,0,0.23,0.0,39,171,42334
7661,Student,Credit Card Upgrade,Call Center,B,2025-04-24,1,1,0,0,2.56,0.0,26,10,72406
7662,Retail,Wealth Advisory,Email,A,2024-10-25,1,0,0,0,0.31,0.0,52,164,35770
7663,Premier,Wealth Advisory,Email,B,2024-07-30,0,0,0,0,0.25,0.0,51,74,25160
7664,Premier,Savings Account,Email,A,2024-11-01,1,1,0,0,0.33,0.0,43,6,19339
7665,Retail,Personal Loan,Call Center,B,2024-11-21,1,0,0,0,2.67,0.0,38,60,15766
7666,Retail,Personal Loan,Mobile App,A,2024-10-17,0,0,0,0,0.19,0.0,47,31,23076
7667,Retail,Wealth Advisory,SMS,A,2024-08-31,0,0,0,0,0.18,0.0,44,40,17406
7668,Mass Affluent,Wealth Advisory,Mobile App,B,2025-05-25,0,0,0,0,0.24,0.0,50,98,267004
7669,Retail,Insurance Cross-Sell,Mobile App,A,2025-04-12,0,0,0,0,0.28,0.0,26,80,13568
7670,Student,Personal Loan,Mobile App,B,2025-01-23,0,0,0,0,0.17,0.0,18,15,5000
7671,Retail,Wealth Advisory,Email,B,2025-05-20,0,0,0,0,0.28,0.0,52,29,129593
7672,Student,Savings Account,Mobile App,B,2025-02-08,1,0,0,0,0.17,0.0,50,28,15162
7673,Salary,Insurance Cross-Sell,SMS,A,2024-09-22,0,0,0,0,0.25,0.0,41,30,34446
7674,Premier,Savings Account,Mobile App,B,2025-02-02,0,0,0,0,0.33,0.0,47,35,33513
7675,Student,Savings Account,SMS,A,2025-04-12,0,0,0,0,0.14,0.0,27,41,65785
7676,Student,Savings Account,Call Center,A,2024-09-07,0,0,0,0,2.62,0.0,32,30,70834
7677,Student,Wealth Advisory,SMS,A,2025-04-12,0,0,0,0,0.14,0.0,47,50,99911
7678,Retail,Insurance Cross-Sell,SMS,B,2024-09-25,1,1,0,0,0.28,0.0,30,3,106027
7679,Salary,Credit Card Upgrade,Mobile App,B,2024-08-27,0,0,0,0,0.33,0.0,30,16,79205
7680,Premier,Credit Card Upgrade,Email,B,2025-02-01,0,0,0,0,0.21,0.0,18,5,5000
7681,Retail,Insurance Cross-Sell,Email,B,2025-04-22,0,0,0,0,0.28,0.0,35,13,10938
7682,Premier,Savings Account,SMS,B,2025-03-14,1,0,0,0,0.23,0.0,34,4,6694
7683,Student,Wealth Advisory,SMS,B,2025-01-20,0,0,0,0,0.27,0.0,45,31,69366
7684,Student,Savings Account,Email,A,2025-05-12,0,0,0,0,0.29,0.0,41,9,63842
7685,Retail,Credit Card Upgrade,Mobile App,A,2024-10-25,1,0,0,0,0.21,0.0,36,231,48324
7686,Student,Wealth Advisory,Mobile App,B,2025-02-11,0,0,0,0,0.23,0.0,38,99,5000
7687,Premier,Wealth Advisory,SMS,B,2024-09-16,0,0,0,0,0.28,0.0,31,25,5914
7688,Student,Personal Loan,SMS,A,2024-10-14,1,0,0,0,0.28,0.0,50,5,6927
7689,Salary,Personal Loan,Email,B,2025-04-02,0,0,0,0,0.36,0.0,45,39,276027
7690,Retail,Wealth Advisory,Call Center,B,2024-06-30,1,0,0,0,2.72,0.0,26,12,13893
7691,Premier,Credit Card Upgrade,Mobile App,B,2024-06-12,0,0,0,0,0.2,0.0,45,4,36351
7692,Premier,Insurance Cross-Sell,SMS,A,2025-05-05,0,0,0,0,0.22,0.0,56,25,6337
7693,Salary,Personal Loan,Mobile App,A,2025-03-08,0,0,0,0,0.23,0.0,38,23,16095
7694,Student,Savings Account,Email,A,2024-07-28,0,0,0,0,0.36,0.0,53,63,20433
7695,Retail,Insurance Cross-Sell,Email,B,2024-12-31,0,0,0,0,0.31,0.0,57,20,9107
7696,Mass Affluent,Wealth Advisory,Email,A,2024-07-19,0,0,0,0,0.37,0.0,21,212,65513
7697,Retail,Personal Loan,Email,A,2024-06-19,0,0,0,0,0.33,0.0,49,19,8645
7698,Salary,Wealth Advisory,SMS,A,2025-01-28,1,1,1,0,0.26,0.0,34,3,7141
7699,Mass Affluent,Personal Loan,SMS,B,2025-05-17,0,0,0,0,0.25,0.0,43,82,28855
7700,Retail,Personal Loan,Email,A,2024-06-30,1,1,1,0,0.25,0.0,32,67,39774
7701,Salary,Insurance Cross-Sell,SMS,B,2025-02-21,0,0,0,0,0.18,0.0,40,43,8220
7702,Premier,Wealth Advisory,Email,A,2025-02-26,0,0,0,0,0.21,0.0,29,31,57972
7703,Premier,Wealth Advisory,Mobile App,B,2024-06-24,1,1,0,0,0.23,0.0,32,22,36395
7704,Retail,Personal Loan,Email,A,2024-07-04,1,0,0,0,0.25,0.0,26,70,42264
7705,Premier,Credit Card Upgrade,SMS,A,2025-05-19,0,0,0,0,0.26,0.0,47,47,6245
7706,Student,Credit Card Upgrade,SMS,A,2024-06-26,0,0,0,0,0.2,0.0,57,70,16828
7707,Premier,Savings Account,Email,A,2025-04-24,1,1,1,0,0.34,0.0,26,12,153302
7708,Retail,Wealth Advisory,SMS,B,2025-04-06,0,0,0,0,0.24,0.0,66,89,137297
7709,Premier,Savings Account,Mobile App,A,2025-01-16,0,0,0,0,0.27,0.0,32,107,35782
7710,Salary,Wealth Advisory,SMS,A,2025-03-17,0,0,0,0,0.13,0.0,40,96,63315
7711,Salary,Credit Card Upgrade,Email,A,2024-11-25,0,0,0,0,0.26,0.0,31,24,5000
7712,Retail,Personal Loan,Email,A,2025-01-09,1,1,1,0,0.29,0.0,54,21,13758
7713,Premier,Personal Loan,SMS,B,2024-10-16,1,1,0,0,0.14,0.0,44,14,371587
7714,Student,Savings Account,Mobile App,B,2025-03-25,1,0,0,0,0.26,0.0,44,17,21417
7715,Premier,Credit Card Upgrade,SMS,B,2025-05-20,0,0,0,0,0.16,0.0,31,17,69358
7716,Student,Insurance Cross-Sell,Email,A,2025-05-06,0,0,0,0,0.23,0.0,45,109,23227
7717,Student,Personal Loan,Mobile App,A,2024-08-29,0,0,0,0,0.2,0.0,50,99,55581
7718,Premier,Insurance Cross-Sell,Email,B,2024-07-31,0,0,0,0,0.19,0.0,38,170,2251802
7719,Retail,Savings Account,Mobile App,B,2024-10-08,0,0,0,0,0.28,0.0,45,40,211509
7720,Premier,Insurance Cross-Sell,Call Center,A,2024-09-22,1,1,1,0,2.65,0.0,40,43,55610
7721,Retail,Savings Account,SMS,A,2024-08-12,1,1,1,0,0.24,0.0,53,115,83698
7722,Student,Insurance Cross-Sell,Call Center,A,2024-07-17,1,0,0,0,2.69,0.0,20,2,15191
7723,Salary,Credit Card Upgrade,Email,B,2024-09-27,0,0,0,0,0.28,0.0,33,31,13267
7724,Mass Affluent,Wealth Advisory,Email,A,2025-03-19,0,0,0,0,0.35,0.0,30,10,122230
7725,Salary,Insurance Cross-Sell,Email,B,2025-03-21,0,0,0,0,0.23,0.0,43,132,18773
7726,Retail,Credit Card Upgrade,Mobile App,B,2024-07-11,0,0,0,0,0.2,0.0,18,114,16629
7727,Premier,Credit Card Upgrade,SMS,A,2024-07-22,1,1,1,0,0.17,0.0,21,7,61371
7728,Student,Savings Account,Email,B,2024-09-18,0,0,0,0,0.34,0.0,67,34,39960
7729,Salary,Insurance Cross-Sell,Email,B,2024-09-05,0,0,0,0,0.23,0.0,35,19,58135
7730,Retail,Savings Account,Mobile App,B,2024-12-29,0,0,0,0,0.31,0.0,20,15,8862
7731,Mass Affluent,Savings Account,Email,B,2025-04-29,1,1,1,0,0.35,0.0,45,81,106653
7732,Premier,Credit Card Upgrade,Email,A,2024-08-28,0,0,0,0,0.28,0.0,66,39,20943
7733,Premier,Credit Card Upgrade,Email,A,2025-02-06,1,0,0,0,0.22,0.0,45,1,136155
7734,Premier,Wealth Advisory,Email,A,2025-03-29,1,1,1,0,0.2,0.0,38,1,5397
7735,Retail,Credit Card Upgrade,Email,B,2024-08-20,0,0,0,0,0.3,0.0,46,219,9875
7736,Premier,Wealth Advisory,SMS,B,2024-11-22,0,0,0,0,0.17,0.0,50,30,14866
7737,Retail,Insurance Cross-Sell,SMS,B,2025-04-03,0,0,0,0,0.29,0.0,37,114,5000
7738,Salary,Credit Card Upgrade,SMS,B,2024-11-24,0,0,0,0,0.19,0.0,38,63,85110
7739,Retail,Wealth Advisory,Mobile App,A,2024-10-31,0,0,0,0,0.26,0.0,46,110,23378
7740,Salary,Credit Card Upgrade,Call Center,B,2024-06-04,0,0,0,0,2.56,0.0,44,28,12909
7741,Salary,Wealth Advisory,Email,B,2024-09-25,0,0,0,0,0.34,0.0,18,240,55601
7742,Retail,Credit Card Upgrade,Email,A,2024-11-12,0,0,0,0,0.36,0.0,52,36,135328
7743,Retail,Wealth Advisory,Email,B,2025-05-25,0,0,0,0,0.25,0.0,55,164,37641
7744,Salary,Personal Loan,SMS,B,2025-05-22,0,0,0,0,0.16,0.0,41,78,109470
7745,Salary,Savings Account,Email,A,2024-08-28,0,0,0,0,0.34,0.0,54,42,21722
7746,Student,Savings Account,Mobile App,B,2025-05-04,0,0,0,0,0.18,0.0,35,19,5067
7747,Retail,Credit Card Upgrade,SMS,A,2024-06-15,0,0,0,0,0.14,0.0,40,122,89417
7748,Premier,Wealth Advisory,Mobile App,B,2024-07-23,0,0,0,0,0.28,0.0,36,185,28396
7749,Mass Affluent,Personal Loan,Email,B,2025-03-06,1,1,1,1,0.37,23072.3,42,73,1083355
7750,Retail,Wealth Advisory,SMS,B,2024-12-30,0,0,0,0,0.29,0.0,26,7,990098
7751,Premier,Credit Card Upgrade,Mobile App,A,2024-12-12,0,0,0,0,0.25,0.0,53,47,5742
7752,Salary,Wealth Advisory,Email,B,2024-11-17,0,0,0,0,0.29,0.0,54,9,26585
7753,Student,Credit Card Upgrade,Email,A,2025-01-18,0,0,0,0,0.24,0.0,64,46,16721
7754,Premier,Savings Account,Email,A,2025-02-13,0,0,0,0,0.26,0.0,48,24,87885
7755,Salary,Personal Loan,SMS,A,2024-07-21,1,0,0,0,0.13,0.0,40,196,29872
7756,Premier,Wealth Advisory,Call Center,A,2024-07-09,1,1,0,0,2.57,0.0,43,122,140976
7757,Salary,Personal Loan,Email,B,2024-08-27,0,0,0,0,0.2,0.0,50,60,5000
7758,Student,Insurance Cross-Sell,SMS,A,2025-03-05,0,0,0,0,0.21,0.0,41,16,87829
7759,Retail,Insurance Cross-Sell,Mobile App,B,2025-01-13,0,0,0,0,0.3,0.0,58,55,11076
7760,Salary,Credit Card Upgrade,SMS,A,2024-06-19,0,0,0,0,0.22,0.0,56,9,31108
7761,Salary,Wealth Advisory,Email,A,2024-09-30,0,0,0,0,0.33,0.0,18,1,48859
7762,Retail,Credit Card Upgrade,Call Center,B,2024-08-11,1,0,0,0,2.65,0.0,40,121,10239
7763,Retail,Personal Loan,Email,A,2024-11-01,0,0,0,0,0.24,0.0,37,11,5000
7764,Mass Affluent,Wealth Advisory,Email,B,2025-03-23,1,1,0,0,0.27,0.0,21,15,46716
7765,Premier,Wealth Advisory,Call Center,A,2024-06-07,1,0,0,0,2.57,0.0,52,12,221247
7766,Mass Affluent,Wealth Advisory,Email,A,2024-11-16,0,0,0,0,0.3,0.0,43,87,7931
7767,Retail,Personal Loan,Mobile App,A,2025-01-05,1,1,0,0,0.3,31.6,37,16,5000
7768,Retail,Personal Loan,Email,B,2024-10-02,0,0,0,0,0.22,0.0,37,101,111849
7769,Retail,Credit Card Upgrade,Mobile App,A,2025-03-05,0,0,0,0,0.27,0.0,47,95,30784
7770,Retail,Wealth Advisory,Mobile App,A,2025-03-04,0,0,0,0,0.18,0.0,44,83,55163
7771,Premier,Savings Account,SMS,B,2025-03-24,0,0,0,0,0.22,0.0,63,44,21223
7772,Retail,Wealth Advisory,SMS,B,2025-04-18,0,0,0,0,0.27,0.0,66,2,9228
7773,Premier,Personal Loan,Email,B,2025-02-08,0,0,0,0,0.29,0.0,22,24,512782
7774,Retail,Personal Loan,Email,A,2024-12-24,1,1,1,0,0.31,0.0,41,1,170292
7775,Mass Affluent,Personal Loan,Mobile App,B,2024-10-12,0,0,0,0,0.17,0.0,35,15,5000
7776,Retail,Credit Card Upgrade,Mobile App,B,2025-04-18,0,0,0,0,0.28,0.0,45,52,8854
7777,Mass Affluent,Personal Loan,Mobile App,A,2025-01-07,0,0,0,0,0.17,0.0,32,24,10235
7778,Premier,Wealth Advisory,Call Center,A,2025-03-04,0,0,0,0,2.7,0.0,64,49,7282
7779,Premier,Insurance Cross-Sell,Call Center,B,2024-07-28,0,0,0,0,2.56,0.0,61,36,53635
7780,Retail,Savings Account,Mobile App,A,2024-06-15,0,0,0,0,0.24,0.0,49,2,5000
